"product","name","year","old","genres","War","Children","Thriller","Crime","Drama","Animation","Horror","Fantasy","IMAX","Sci-Fi","Western","Comedy","Action","Romance","Adventure","Musical","Documentary","Film-Noir","Mystery","description","image","length"
"7419","I'm Still Here","2010","0","Comedy|Drama","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Documents Joaquin Phoenix's transition from the acting world to a career as an aspiring rapper.","https://m.media-amazon.com/images/M/MV5BNTM3M2Q0ZDgtZTE5Ny00MGNmLWJjNjYtY2RkOGJkY2Y3ODE3XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg","108 min"
"7420","Patrik Age 1.5","2008","0","Comedy|Drama|Romance","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","A Swedish gay couple adopt what they think is an 18-month-old orphan, only to meet their new son, a 15-year-old homophobic delinquent.","https://m.media-amazon.com/images/M/MV5BMTg1OTc2MTAyMl5BMl5BanBnXkFtZTcwNzQzMDUxMw@@._V1_SX300.jpg","103 min"
"7421","Flipped","2010","0","Comedy|Drama|Romance","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","Two eighth-graders start to have feelings for each other despite being total opposites.","https://m.media-amazon.com/images/M/MV5BMTU2NjQ1Nzc4MF5BMl5BanBnXkFtZTcwNTM0NDk1Mw@@._V1_SX300.jpg","90 min"
"7422","Wall Street: Money Never Sleeps","2010","0","Drama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Now out of prison but still disgraced by his peers, Gordon Gekko works his future son-in-law, an idealistic stock broker, when he sees an opportunity to take down a Wall Street enemy and rebuild his empire.","https://m.media-amazon.com/images/M/MV5BMTU5MDEzMzYwMF5BMl5BanBnXkFtZTcwNTcwMjUxMw@@._V1_SX300.jpg","133 min"
"7423","Legend of the Guardians: The Owls of Ga'Hoole","2010","0","Adventure|Animation|Fantasy|IMAX","0","0","0","0","0","1","0","1","1","0","0","0","0","0","1","0","0","0","0","When a young owl is abducted by an evil Owl army, he must escape with new-found friends and seek the legendary Guardians to stop the menace.","https://m.media-amazon.com/images/M/MV5BMjE0NjA5OTA4N15BMl5BanBnXkFtZTcwODA3MTA3Mw@@._V1_SX300.jpg","97 min"
"7424","It's Kind of a Funny Story","2010","0","Comedy|Drama","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","A clinically-depressed teenager gets a new start after he checks himself into an adult psychiatric ward.","https://m.media-amazon.com/images/M/MV5BMTk0MTAyNjQ2N15BMl5BanBnXkFtZTcwNjYwOTU3Mw@@._V1_SX300.jpg","101 min"
"7425","Middle Men","2009","0","Comedy|Crime|Drama","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Chronicles Jack Harris, one of the pioneers of Internet commerce, as he wrestles with his morals and struggles not to drown in a sea of con men, mobsters, drug addicts, and porn stars.","https://m.media-amazon.com/images/M/MV5BMDYyZDAxMzMtM2I5Ni00Y2U1LTgwZDQtZmNlYzc4YzI2NGVmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg","105 min"
"7426","Alice in Wonderland","1933","1","Adventure|Children|Fantasy","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","In Victorian England a bored young girl dreams that she has entered a fantasy world called Wonderland populated by even more fantastic characters.","https://m.media-amazon.com/images/M/MV5BM2E4OTc4MGMtYmE3My00ZTE5LWE5ZTMtMDg1MGYyNzdiNzFkXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg","76 min"
"7427","Let Me In","2010","0","Drama|Horror|Mystery","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.","https://m.media-amazon.com/images/M/MV5BNDQ4MjQ4OTMwMF5BMl5BanBnXkFtZTcwOTYzNDc4Mw@@._V1_SX300.jpg","116 min"
"7428","Sintel","2010","0","Animation|Fantasy","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","The film follows a girl named Sintel who is searching for a baby dragon she calls Scales.","https://m.media-amazon.com/images/M/MV5BMzc5NTUzNTgzMF5BMl5BanBnXkFtZTcwODcwMzQ5Mw@@._V1_SX300.jpg","14 min"
"7429","Secretariat","2010","0","Adventure|Drama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","Penny Chenery Tweedy and colleagues guide her long-shot but precocious stallion to set, in 1973, the unbeaten record for winning the Triple Crown.","https://m.media-amazon.com/images/M/MV5BMTg0NDI2MTI0N15BMl5BanBnXkFtZTcwNjE4NzU1Mw@@._V1_SX300.jpg","123 min"
"7430","Devil","2010","0","Horror|Mystery|Thriller","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","A group of people are trapped in an elevator and the Devil is mysteriously amongst them.","https://m.media-amazon.com/images/M/MV5BZDVmZGExMTEtNjk5OS00MTFkLWI0ZDMtNzg4YWFmNGY3NjRkXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg","80 min"
"7431","You Again","2010","0","Comedy","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","When a young woman realizes her brother is about to marry the girl who bullied her in high school, she sets out to expose the fiancée's true colors.","https://m.media-amazon.com/images/M/MV5BMTM5MzkyMDY0MV5BMl5BanBnXkFtZTcwNDkxNDc1Mw@@._V1_SX300.jpg","105 min"
"7432","Life as We Know It","2010","0","Comedy|Romance","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","Two single adults become caregivers to an orphaned girl when their mutual best friends die in an accident.","https://m.media-amazon.com/images/M/MV5BMTc1OTQzNzE0Nl5BMl5BanBnXkFtZTcwNDU4NDk3Mw@@._V1_SX300.jpg","114 min"
"7433","Catfish","2010","0","Documentary|Mystery","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","Young filmmakers document their colleague's budding online friendship with a young woman and her family which leads to an unexpected series of discoveries.","https://m.media-amazon.com/images/M/MV5BYzFkMjE5NDYtZTU1OS00MzRkLWI4NjYtM2YwODU5NmU0MzJmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","87 min"
"7434","You Will Meet a Tall Dark Stranger","2010","0","Comedy|Romance","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","Sally's parents' marriage breaks up when her father undergoes a mid-life crisis and impulsively weds a prostitute. Meanwhile, Sally's own marriage also begins to disintegrate.","https://m.media-amazon.com/images/M/MV5BMTkzOTI3MTE0OF5BMl5BanBnXkFtZTcwOTg3NDI3Mw@@._V1_SX300.jpg","98 min"
"7435","Stone","2010","0","Drama|Thriller","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A convicted arsonist looks to manipulate a parole officer into a plan to secure his parole by placing his beautiful wife in the lawman's path.","https://m.media-amazon.com/images/M/MV5BMTgxOTk4MDIyOF5BMl5BanBnXkFtZTcwMzI3Nzc3Mw@@._V1_SX300.jpg","105 min"
"7436","Inside Job","2010","0","Documentary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","Takes a closer look at what brought about the 2008 financial meltdown.","https://m.media-amazon.com/images/M/MV5BMTQ3MjkyODA2Nl5BMl5BanBnXkFtZTcwNzQxMTU4Mw@@._V1_SX300.jpg","109 min"
"7437","Monsters","2010","0","Drama|Sci-Fi","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","Six years after Earth has suffered an alien invasion, a cynical journalist agrees to escort a shaken American tourist through an infected zone in Mexico to the safety of the U.S. border.","https://m.media-amazon.com/images/M/MV5BMjE4MzMyNjExMl5BMl5BanBnXkFtZTcwMzI5NjM3Mw@@._V1_SX300.jpg","94 min"
"7438","Never Let Me Go","2010","0","Drama|Romance|Sci-Fi","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","The lives of three friends, from their early school days into young adulthood, when the reality of the world they live in comes knocking.","https://m.media-amazon.com/images/M/MV5BMTM3NDQ1MjE2OF5BMl5BanBnXkFtZTcwNDIxNTk2Mw@@._V1_SX300.jpg","103 min"
"7439","Illusionist, The","2010","0","Animation","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","A French illusionist finds himself out of work and travels to Scotland, where he meets a young woman. Their ensuing adventure changes both their lives forever.","https://m.media-amazon.com/images/M/MV5BMTg0MjI4MTcxMF5BMl5BanBnXkFtZTcwNTQ1ODUwNA@@._V1_SX300.jpg","80 min"
"7440","Luck by Chance","2009","0","Drama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","When Vikram gets tapped to play the male lead in a Bollywood film, he can't believe his luck. But it may ruin his relationship with his girlfriend.","https://m.media-amazon.com/images/M/MV5BMTY4NjIxNDc3Nl5BMl5BanBnXkFtZTcwNDc4NTk5Mw@@._V1_SX300.jpg","156 min"
"7441","Rubber","2010","0","Action|Adventure|Comedy|Crime|Drama|Film-Noir|Horror|Mystery|Thriller|Western","0","0","1","1","1","0","1","0","0","0","1","1","1","0","1","0","0","1","1","A homicidal car tire, discovering it has destructive psionic power, sets its sights on a desert town once a mysterious woman becomes its obsession.","https://m.media-amazon.com/images/M/MV5BZTY2NTY4MzctMWNkYy00NWM4LTliOWQtMWExZDU1ZWQxNTQxXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg","82 min"
"7442","Jackass 3D","2010","0","Action|Comedy|Documentary","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","Johnny Knoxville and company return for the third installment of their TV show spin-off, where dangerous stunts and explicit public displays rule.","https://m.media-amazon.com/images/M/MV5BMjI3NTQ1NTE4OV5BMl5BanBnXkFtZTcwMzEzMzA3NA@@._V1_SX300.jpg","94 min"
"7443","Restrepo","2010","0","Documentary|War","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","A year with one platoon in the deadliest valley in Afghanistan.","https://m.media-amazon.com/images/M/MV5BMjIwNDAxMTY4Ml5BMl5BanBnXkFtZTcwMTUyMTQ1Mw@@._V1_SX300.jpg","93 min"
"7444","Waiting for 'Superman'","2010","0","Documentary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","An examination of the current state of education in America today.","https://m.media-amazon.com/images/M/MV5BMTI3ODUxODE0M15BMl5BanBnXkFtZTcwODM0NzU0Mw@@._V1_SX300.jpg","111 min"
"7445","Red","2010","0","Action|Comedy","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last-ditch effort to survive and uncover his assailants.","https://m.media-amazon.com/images/M/MV5BMzg2Mjg1OTk0NF5BMl5BanBnXkFtZTcwMjQ4MTA3Mw@@._V1_SX300.jpg","111 min"
"7446","In a Better World","2010","0","Drama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","The lives of two Danish families cross each other, and an extraordinary but risky friendship comes into bud. But loneliness, frailty and sorrow lie in wait.","https://m.media-amazon.com/images/M/MV5BZDk1ZDkyNDItNjY1MC00YjM1LTkxNTUtNzRlMjk3YmFkZGI4XkEyXkFqcGdeQXVyMjMwOTA0Ng@@._V1_SX300.jpg","118 min"
"7447","Heartbreaker","2010","0","Comedy|Romance","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","Alex and his sister run a business designed to break up relationships. They are hired by a rich man to break up the wedding of his daughter. The only problem is that they only have one week to do so.","https://m.media-amazon.com/images/M/MV5BMjI0NjU5ODYwM15BMl5BanBnXkFtZTcwOTk5NDI3Mw@@._V1_SX300.jpg","105 min"
"7448","Paranormal Activity 2","2010","0","Horror|IMAX","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","After experiencing what they think are a series of 'break-ins', a family sets up security cameras around their home, only to realize that the events unfolding before them are more sinister than they seem.","https://m.media-amazon.com/images/M/MV5BMjE4NDgwMzAxNF5BMl5BanBnXkFtZTcwNTE3OTk4Mw@@._V1_SX300.jpg","91 min"
"7449","Heartbeats","2010","0","Drama|Romance","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","The story of three close friends who are involved in a love-triangle.","https://m.media-amazon.com/images/M/MV5BYTA3MTRiODctZGJiMS00NmFjLTg1MTQtZTk4ZmZhMjU2NDY5XkEyXkFqcGdeQXVyMjA2MjkwNzE@._V1_SX300.jpg","101 min"
"7450","Hereafter","2010","0","Drama|Fantasy","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","A drama centered on three people - a blue-collar American, a French journalist and a London school boy - who are touched by death in different ways.","https://m.media-amazon.com/images/M/MV5BMjE2MzU3Nzk4M15BMl5BanBnXkFtZTcwODcxNTI5Mw@@._V1_SX300.jpg","129 min"
"7451","Undisputed III: Redemption","2010","0","Action|Crime|Drama","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","Boyka is back. This time he is fighting in the first ever inter-prison tournament with one knee.","https://m.media-amazon.com/images/M/MV5BMTc0YzA4YjQtZGZkMi00ZmRjLWFmM2ItMDcxZTYzZGU3ZTI1XkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg","96 min"
"7452","Saw VII 3D - The Final Chapter","2010","0","Horror|Mystery|Thriller","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.","https://m.media-amazon.com/images/M/MV5BYjRhNWIwNzYtODEyYS00YzcxLWEzMmQtZmFhZTJjYjhkYjA3XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg","90 min"
"7453","Due Date","2010","0","Comedy","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","High-strung father-to-be Peter Highman is forced to hitch a ride with aspiring actor Ethan Tremblay on a road trip in order to make it to his child's birth on time.","https://m.media-amazon.com/images/M/MV5BMTU5MTgxODM3Nl5BMl5BanBnXkFtZTcwMjMxNDEwNA@@._V1_SX300.jpg","95 min"
"7454","127 Hours","2010","0","Adventure|Drama|Thriller","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","A mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.","https://m.media-amazon.com/images/M/MV5BMTc2NjMzOTE3Ml5BMl5BanBnXkFtZTcwMDE0OTc5Mw@@._V1_SX300.jpg","94 min"
"7455","Megamind","2010","0","Action|Animation|Children|Comedy|Sci-Fi|IMAX","0","1","0","0","0","1","0","0","1","1","0","1","1","0","0","0","0","0","0","Evil genius Megamind finally defeats his do-gooder nemesis, Metro Man, but is left without a purpose in a superhero-free world.","https://m.media-amazon.com/images/M/MV5BMTAzMzI0NTMzNDBeQTJeQWpwZ15BbWU3MDM3NTAyOTM@._V1_SX300.jpg","95 min"
"7456","Black Swan","2010","0","Drama|Thriller","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Nina is a talented but unstable ballerina on the verge of stardom. Pushed to the breaking point by her artistic director and a seductive rival, Nina's grip on reality slips, plunging her into a waking nightmare.","https://m.media-amazon.com/images/M/MV5BNzY2NzI4OTE5MF5BMl5BanBnXkFtZTcwMjMyNDY4Mw@@._V1_SX300.jpg","108 min"
"7457","I Shot Jesse James","1949","1","Drama|Romance|Western","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","Bob Ford murders his best friend Jesse James in order to obtain a pardon that will free him to marry his girlfriend but is plagued by guilt and self-disgust.","https://m.media-amazon.com/images/M/MV5BMGE3OTU3YWYtNjg0NC00ODQzLTk2MGMtNTdiYjZlYjc3NDNjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","81 min"
"7458","Unstoppable","2010","0","Action|Drama|Thriller","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","With an unmanned, half-mile-long freight train barreling toward a city, a veteran engineer and a young conductor race against the clock to prevent a catastrophe.","https://m.media-amazon.com/images/M/MV5BMjI4NDQwMDM0N15BMl5BanBnXkFtZTcwMzY1ODMwNA@@._V1_SX300.jpg","98 min"
"7459","Morning Glory","2010","0","Comedy|Drama|Romance","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","An upstart television producer accepts the challenge of reviving a struggling morning show program with warring co-hosts.","https://m.media-amazon.com/images/M/MV5BYTc2ODYzYTktMWIzYy00NDA2LTgwYTItMmVmZWUwYzM3NzNiXkEyXkFqcGdeQXVyMTUyOTc1NDYz._V1_SX300.jpg","107 min"
"7460","Certified Copy","2010","0","Drama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","In Tuscany to promote his latest book, a middle-aged British writer meets a French woman who leads him to the village of Lucignano. While there, a chance question reveals something deeper.","https://m.media-amazon.com/images/M/MV5BYzhiNGVmZDEtZjk4MC00ZjcwLWI2NzUtNzNkYzY2ZjQyODRjXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg","106 min"
"7461","Next Three Days, The","2010","0","Crime|Drama|Romance|Thriller","0","0","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","A married couple's life is turned upside down when the wife is accused of a murder.","https://m.media-amazon.com/images/M/MV5BMjA3NTY5ODI4OV5BMl5BanBnXkFtZTcwMjcxNzQ5Mw@@._V1_SX300.jpg","133 min"
"7462","Somewhere","2010","0","Drama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","After withdrawing to the Chateau Marmont, a passionless Hollywood actor reexamines his life when his eleven-year-old daughter surprises him with a visit.","https://m.media-amazon.com/images/M/MV5BMTg1MzE1NDA0M15BMl5BanBnXkFtZTcwODM2MDY1Mw@@._V1_SX300.jpg","97 min"
"7463","Biutiful","2010","0","Drama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A man dying of cancer tries his best to leave the world on his own terms.","https://m.media-amazon.com/images/M/MV5BMzI4OTQ0MDQyNl5BMl5BanBnXkFtZTcwODY5MjQwNA@@._V1_SX300.jpg","148 min"
"7464","First Beautiful Thing, The","2010","0","Comedy|Drama","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","A misanthropic professor returns to his hometown to assist his dying mother.","https://m.media-amazon.com/images/M/MV5BNzYwMzE1Nzc4M15BMl5BanBnXkFtZTcwNzg4OTEyMw@@._V1_SX300.jpg","122 min"
"7465","Harry Potter and the Deathly Hallows: Part 1","2010","0","Action|Adventure|Fantasy|IMAX","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","0","0","0","0","As Harry, Ron and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.","https://m.media-amazon.com/images/M/MV5BMTQ2OTE1Mjk0N15BMl5BanBnXkFtZTcwODE3MDAwNA@@._V1_SX300.jpg","146 min"
"7466","King's Speech, The","2010","0","Drama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","The story of King George VI, his unexpected ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.","https://m.media-amazon.com/images/M/MV5BMzU5MjEwMTg2Nl5BMl5BanBnXkFtZTcwNzM3MTYxNA@@._V1_SX300.jpg","118 min"
"7467","Tangled","2010","0","Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX","0","1","0","0","0","1","0","1","1","0","0","1","0","1","0","1","0","0","0","The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.","https://m.media-amazon.com/images/M/MV5BMTAxNDYxMjg0MjNeQTJeQWpwZ15BbWU3MDcyNTk2OTM@._V1_SX300.jpg","100 min"
"7468","Art of the Steal, The","2009","0","Documentary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","Documentary that follows the struggle for control of Dr. Albert C. Barnes' 25 billion dollar collection of modern and post-impressionist art.","https://m.media-amazon.com/images/M/MV5BMTg1MDA4MDE4NV5BMl5BanBnXkFtZTcwMzE3MzUxMw@@._V1_SX300.jpg","101 min"
"7469","Fighter, The","2010","0","Drama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.","https://m.media-amazon.com/images/M/MV5BMTM0ODk3MjM1MV5BMl5BanBnXkFtZTcwNzc1MDIwNA@@._V1_SX300.jpg","116 min"
"7470","Romantics, The","2010","0","Comedy|Drama|Romance","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","Seven close friends reunite for the wedding of two of their friends. Problems arise because the bride and the maid of honor have had a long rivalry over the groom.","https://m.media-amazon.com/images/M/MV5BMmJiZjViYTEtYmQxMi00MzFjLWI0OWYtMzk4N2I0MWY1MDJjXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SX300.jpg","95 min"
"7471","Loved Ones, The","2009","0","Horror","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","When Brent turns down his classmate Lola's invitation to the prom, she concocts a wildly violent plan for revenge.","https://m.media-amazon.com/images/M/MV5BMjEzNDQ0MzM0N15BMl5BanBnXkFtZTcwMzA1NDM1Nw@@._V1_SX300.jpg","84 min"
"7472","Casino Jack","2010","0","Comedy|Crime","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","A hot shot Washington DC lobbyist and his protégé go down hard as their schemes to peddle influence lead to corruption and murder.","https://m.media-amazon.com/images/M/MV5BMTM2NzQ4NDE2M15BMl5BanBnXkFtZTcwNDM0NzcwNA@@._V1_SX300.jpg","108 min"
"7473","Vincent Wants to Sea","2010","0","Drama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A young man suffering from Tourette's syndrome absconds from an institution with two other inhabitants to travel to Italy to fulfill his mother's last wish.","https://m.media-amazon.com/images/M/MV5BNmUxYjU5NjQtMDBiZC00Y2UxLTg3YzAtNGQ1NzMzMjM3NjI0XkEyXkFqcGdeQXVyMzA3Njg4MzY@._V1_SX300.jpg","96 min"
"7474","London Boulevard","2010","0","Crime|Romance","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","An ex-con with a reputation tries to go straight by working as a handy man for a reclusive actress but this is unfortunately not the wish of London's underground crime lord.","https://m.media-amazon.com/images/M/MV5BMjA1OTk2NTI4NF5BMl5BanBnXkFtZTcwOTA5NTE5Ng@@._V1_SX300.jpg","103 min"
"7475","Skyline","2010","0","Sci-Fi|Thriller","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","Strange lights descend on the city of Los Angeles, drawing people outside like moths to a flame where an extraterrestrial force threatens to swallow the entire human population off the face of the Earth.","https://m.media-amazon.com/images/M/MV5BMjAwNDkwOTc5M15BMl5BanBnXkFtZTcwMTE2MTMwNA@@._V1_SX300.jpg","92 min"
"7476","Beastly","2011","0","Drama|Fantasy|Romance","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","A modern-day take on the 'Beauty and the Beast' tale where a New York teen is transformed into a hideous monster in order to find true love.","https://m.media-amazon.com/images/M/MV5BMzUzMTcxMTEzNV5BMl5BanBnXkFtZTcwMTcwNjcxNA@@._V1_SX300.jpg","86 min"
"7477","Love and Other Drugs","2010","0","Comedy|Drama|Romance","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","In 1990s Pittsburgh, a medicine peddler starts a relationship with a young woman suffering from Parkinson's disease.","https://m.media-amazon.com/images/M/MV5BMTgxOTczODEyMF5BMl5BanBnXkFtZTcwMDc0NDY4Mw@@._V1_SX300.jpg","112 min"
"7478","Chronicles of Narnia: The Voyage of the Dawn Treader, The","2010","0","Adventure|Children|Fantasy","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","Lucy and Edmund Pevensie return to Narnia with their cousin Eustace where they meet up with Prince Caspian for a trip across the sea aboard the royal ship The Dawn Treader. Along the way they encounter dragons, dwarves, merfolk, a...","https://m.media-amazon.com/images/M/MV5BZWZkMzhhMTctYzBkMy00ZTIxLWFiY2ItNTEyYmQzMGQ4ZmU4XkEyXkFqcGdeQXVyNTA3MTU2MjE@._V1_SX300.jpg","113 min"
"7479","Tourist, The","2010","0","Drama|Thriller","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Revolves around Frank, an American tourist visiting Italy to mend a broken heart. Elise is an extraordinary woman who deliberately crosses his path.","https://m.media-amazon.com/images/M/MV5BMTMyMzc3OTkwMV5BMl5BanBnXkFtZTcwMjc0MTgwNA@@._V1_SX300.jpg","103 min"
"7480","Rare Exports: A Christmas Tale","2010","0","Action|Comedy","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","In the depths of the Korvatunturi mountains, 486 meters deep, lies the closest ever guarded secret of Christmas. The time has come to dig it up. This Christmas everyone will believe in Santa Claus.","https://m.media-amazon.com/images/M/MV5BMTM4NzkxMDM4N15BMl5BanBnXkFtZTcwMTI1NzQwNA@@._V1_SX300.jpg","84 min"
"7481","Hatchet II","2010","0","Comedy|Horror|Thriller","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","Marybeth escapes the clutches of the bayou-butcher Victor Crowley and returns to the swamp with an army of hunters and gunmen, determined to end Crowley's reign of horror once and for all.","https://m.media-amazon.com/images/M/MV5BMTM1OTI5MzQxOF5BMl5BanBnXkFtZTcwMjUwMjg4Mw@@._V1_SX300.jpg","85 min"
"7482","All Good Things","2010","0","Drama|Mystery|Thriller","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","David Marks, a real estate scion, is suspected of killing his wife Katie, who disappeared in 1982.","https://m.media-amazon.com/images/M/MV5BMTcwMjIyMTc2Nl5BMl5BanBnXkFtZTcwOTQyMzc5Mw@@._V1_SX300.jpg","101 min"
"7483","True Grit","2010","0","Western","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.","https://m.media-amazon.com/images/M/MV5BMTU5MjU3MTI4OF5BMl5BanBnXkFtZTcwMTQxOTAxNA@@._V1_SX300.jpg","110 min"
"7484","Tron: Legacy","2010","0","Action|Adventure|Sci-Fi|IMAX","0","0","0","0","0","0","0","0","1","1","0","0","1","0","1","0","0","0","0","The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.","https://m.media-amazon.com/images/M/MV5BMTk4NTk4MTk1OF5BMl5BanBnXkFtZTcwNTE2MDIwNA@@._V1_SX300.jpg","125 min"
"7485","How Do You Know","2010","0","Comedy|Drama|Romance","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","After being cut from the U.S.A. softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing ...","https://m.media-amazon.com/images/M/MV5BOTQyMzU4OTk1N15BMl5BanBnXkFtZTcwNTE5MTUxNA@@._V1_SX300.jpg","121 min"
"7486","Barney's Version","2010","0","Drama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","The picaresque and touching story of the politically incorrect, fully lived life of the impulsive, irascible and fearlessly blunt Barney Panofsky.","https://m.media-amazon.com/images/M/MV5BMTM4MTUwNDg0OF5BMl5BanBnXkFtZTcwMjUyODYxNA@@._V1_SX300.jpg","134 min"
